Team,Rec,Delta,Rat,Pwr,Off,Def,HFA,SoS,Year
UVA-WiseNCAA D2,11-180.379,,6835.22,6636.37,51282.43,8000.51,2.9,6238.05,23-24
W OregonNCAA D2,5-220.185,3,6845.22,6268.39,57780.59,6534.36,2.95,46714.07,23-24
CarthageNCAA D3,17-100.630,1,6855.22,7063.95,63779.06,7671.45,2.82,7101.95,23-24
WhitmanNCAA D3,20-80.714,-1,6865.22,6845.14,60879.56,7472.14,2.94,813-1.68,23-24
College of NJNCAA D3,20-90.690,-8,6875.21,7123.5,70177.27,7152.79,2.91,756-0.01,23-24
Clark MANCAA D3,20-70.741,,6885.21,7202.9,61879.47,823-0.02,2.76,794-1.01,23-24
FarmingdaleNCAA D3,27-30.900,,6895.21,7262.62,62279.39,829-0.21,2.82,995-9.46,23-24
R StocktonNCAA D3,17-110.607,-6,6905.21,6735.89,62679.3,6993.14,2.84,7221.18,23-24
WI Stevens PtNCAA D3,14-130.519,4,6915.21,6954.29,75375.84,6235.01,2.88,6574.74,23-24
GettysburgNCAA D3,19-70.731,,6925.2,7153.24,83173.25,5706.55,2.84,816-1.78,23-24
BrandeisNCAA D3,14-110.560,-3,6935.2,6825.27,88272.16,4689.67,2.85,7022.34,23-24
TuskegeeNCAA D2,13-150.464,,6945.2,6904.68,89471.81,4759.42,2.83,6505.57,23-24
CapitalNCAA D3,16-100.615,1,6955.19,7163.08,75075.95,6753.69,2.92,7052.27,23-24
West FloridaNCAA D2,8-200.286,-3,6965.18,6566.59,61779.48,6773.67,2.95,58210.09,23-24
Montclair StNCAA D3,18-90.667,,6975.17,6914.67,42584.25,924-3.02,2.82,783-0.74,23-24
Bridgewater VANCAA D3,16-120.571,,6985.17,7192.96,73676.27,6973.24,2.87,6753.74,23-24
WI River FallsNCAA D3,15-130.536,3,6995.16,7093.75,76775.49,6274.82,2.85,6723.87,23-24
Carleton MNNCAA D3,17-90.654,,7005.15,7014.1,60679.64,7831.02,2.82,761-0.20,23-24
Frank & MarshNCAA D3,20-70.741,,7015.15,7521.53,88172.18,5895.91,2.84,820-1.91,23-24
Gust AdolphusNCAA D3,18-110.621,-3,7025.15,7183.04,66078.48,7771.12,2.79,7141.56,23-24
WI OshkoshNCAA D3,10-150.400,5,7035.14,6158.8,71376.91,5158.45,2.88,6664.01,23-24
UT TylerNCAA D2,3-260.103,3,7045.14,6358.13,79674.6,45310.08,2.8,40316.34,23-24
FerrumNCAA D3,16-120.571,-1,7055.14,7024.1,71676.84,6693.82,2.86,7151.54,23-24
BerryNCAA D3,19-110.633,-1,7065.14,6835.24,61579.51,7342.29,2.71,798-1.15,23-24
Franklin PierceNCAA D2,4-250.138,2,7075.14,6378.06,47083.26,7711.36,3.06,45614.45,23-24
PSU-HarrisburgNCAA D3,25-50.833,2,7085.13,7640.96,85072.86,6344.66,2.84,952-6.48,23-24
WI Eau ClaireNCAA D3,12-130.480,2,7095.13,6775.68,69377.53,6324.71,2.76,6783.57,23-24
Rochester NYNCAA D3,10-150.400,-7,7105.13,6725.89,71576.88,6055.57,2.9,6485.94,23-24
Hobart & SmithNCAA D3,22-60.786,-5,7115.12,7551.46,84073,6225.01,2.86,881-3.96,23-24
KingNCAA D2,10-210.323,2,7125.11,6864.91,48482.97,880-1.50,2.83,6128.76,23-24
UticaNCAA D3,24-40.857,,7135.09,7740.34,78674.9,7522,2.77,971-7.65,23-24
StevensNCAA D3,22-60.786,-2,7145.08,7670.74,84772.87,6494.43,2.83,896-4.41,23-24
Kentucky StNCAA D2,12-170.414,,7155.08,7133.43,49782.71,919-2.72,3.01,6416.37,23-24
Pitt-JohnstownNCAA D2,6-220.214,,7165.08,6467.19,58380.36,6903.39,2.95,57810.22,23-24
ClarionNCAA D2,8-200.286,2,7175.07,7103.75,72276.7,6833.61,2.93,57510.29,23-24
Mt OliveNCAA D2,7-240.226,-1,7185.07,6855.03,42384.28,918-2.69,2.99,54811.36,23-24
Chestnut HillNCAA D2,9-200.310,2,7195.06,7212.84,88572.04,5497.36,2.81,5919.58,23-24
AllenNCAA D2,15-150.500,-2,7205.06,7800.23,94270.07,5636.73,2.96,6594.6,23-24
ShippensburgNCAA D2,8-200.286,2,7215.06,6815.28,63279.24,7242.6,3,6168.63,23-24
RamapoNCAA D3,17-90.654,-2,7225.05,7531.5,79074.7,6913.37,2.96,796-1.06,23-24
North GreenvilleNCAA D2,11-210.344,-1,7235.05,6994.12,74076.14,6454.53,2.76,6306.96,23-24
Wesleyan CTNCAA D3,13-120.520,1,7245.04,6656.34,58880.29,7232.61,2.81,757-0.02,23-24
E Texas BapNCAA D3,15-110.577,-1,7255.04,7232.8,85172.82,5716.54,2.84,7490.28,23-24
WittenbergNCAA D3,18-100.643,,7265.04,7441.94,81473.81,6334.7,2.89,797-1.07,23-24
EdinboroNCAA D2,7-210.250,1,7275.04,7143.28,62779.3,7990.54,2.87,54911.3,23-24
W New EnglandNCAA D3,19-80.704,-1,7285.03,7392.14,73876.19,7272.51,2.95,867-3.57,23-24
Bluefield StUSCAA-1,9-220.290,2,7295.02,7282.53,47383.18,952-4.09,2.93,5929.57,23-24
DenisonNCAA D3,15-120.556,-1,7305.02,7372.23,76475.5,6953.29,2.88,7271.05,23-24
Queens NYNCAA D2,12-170.414,5,7315.02,7332.35,65378.6,8090.31,2.86,6495.66,23-24
AmherstNCAA D3,15-110.577,,7325.02,7252.63,93770.2,4948.99,2.92,772-0.44,23-24
St LawrenceNCAA D3,18-80.692,-3,7335.01,7422.01,100267.05,41111.52,2.82,872-3.66,23-24
BabsonNCAA D3,15-140.517,-1,7345.01,7113.7,84572.92,5517.34,2.83,7350.88,23-24
ShenandoahNCAA D3,17-100.630,-1,7355,789-0.77,91471.3,6464.49,2.95,7400.74,23-24
Albany GANCAA D2,10-190.345,-1,7365,7292.52,85672.74,5806.34,2.88,6316.96,23-24
Edward WatersNCAA D2,12-190.387,,7375,7621.04,70777.09,8010.51,2.82,6346.8,23-24
Le TourneauNCAA D3,17-120.586,,7384.99,7491.67,56181.04,922-2.81,2.87,7480.29,23-24
LaneNCAA D2,12-170.414,,7394.99,7272.59,94070.15,4939,2.93,6634.3,23-24
Roberts WslynNCCAA I,13-170.433,9,7404.98,7362.25,53281.69,923-2.88,3.01,6604.46,23-24
HamlineNCAA D3,17-110.607,-1,7414.97,7601.11,84672.89,6294.78,2.75,788-0.85,23-24
Northwood MINCAA D2,7-220.241,-1,7424.97,7561.4,69277.55,8050.41,2.93,53511.77,23-24
Ohio NorthernNCAA D3,13-120.520,-1,7434.96,7412.06,78375,6813.62,2.93,7171.29,23-24
MansfieldNCAA D2,8-200.286,2,7444.96,7471.78,64978.74,835-0.40,2.98,6009.28,23-24
AlverniaNCAA D3,18-110.621,-2,7454.95,7680.74,65978.49,872-1.19,2.78,808-1.38,23-24
York PANCAA D3,14-110.560,-2,7464.95,7342.3,82273.45,6095.4,2.84,776-0.53,23-24
Concordia MhdNCAA D3,16-110.593,-2,7474.95,785-0.53,88072.21,6663.82,2.81,7410.7,23-24
LeMoyne-OwenNCAA D2,10-200.333,-1,7484.94,7222.82,59380.11,851-0.73,2.91,6456.13,23-24
WI StoutNCAA D3,12-170.414,2,7494.94,7660.83,55981.08,944-3.69,2.85,6555.17,23-24
NazarethNCAA D3,19-80.704,-2,7504.94,7382.22,65878.51,8130.27,2.83,940-5.99,23-24
Marymount VANCAA D3,19-90.679,-1,7514.93,7650.87,81773.71,6733.72,2.8,883-3.97,23-24
HanoverNCAA D3,18-100.643,,7524.92,7461.83,72776.6,7581.79,2.94,874-3.74,23-24
North ParkNCAA D3,11-150.423,1,7534.92,7312.4,67678.09,7900.86,2.64,6863.12,23-24
Carroll WINCAA D3,14-120.538,1,7544.91,7700.61,74276.11,7811.06,2.82,7420.55,23-24
Holy FamilyNCAA D2,8-180.308,1,7554.91,7302.47,74875.97,7053.06,2.89,6376.68,23-24
Salem WVUSCAA-1,7-220.241,7,7564.91,7242.71,71077.03,7362.23,2.91,5999.41,23-24
DrewNCAA D3,20-60.769,-4,7574.91,7790.23,54481.4,965-4.60,2.8,962-7.01,23-24
MiddleburyNCAA D3,11-140.440,-1,7584.89,7432.01,81673.76,6284.81,2.86,7091.97,23-24
TransylvaniaNCAA D3,19-70.731,,7594.89,790-0.78,67078.26,912-2.48,2.95,925-5.34,23-24
EndicottNCAA D3,17-90.654,-2,7604.88,7760.31,64178.95,901-2.08,2.81,864-3.51,23-24
Dist ColumbiaNCAA D2,10-160.385,3,7614.88,7501.66,76675.49,7192.72,3.01,6683.97,23-24
Buena VistaNCAA D3,13-140.481,,7624.88,7481.71,62979.29,868-1.02,2.85,7390.8,23-24
HamiltonNCAA D3,11-140.440,-2,7634.88,7173.05,74176.14,6883.47,2.98,7320.95,23-24
WilkesNCAA D3,19-90.679,-4,7644.87,7750.32,82573.41,6873.47,2.86,905-4.68,23-24
SalisburyNCAA D3,14-130.519,,7654.86,7511.58,81073.96,6594.17,2.88,804-1.31,23-24
UC Santa CruzNCAA D3,11-150.423,1,7664.85,799-1.25,89871.66,6793.65,2.82,6614.46,23-24
SUNY New PaltzNCAA D3,20-80.714,-1,7674.85,793-0.93,79874.53,7781.1,2.79,929-5.47,23-24
N Central ILNCAA D3,10-170.370,,7684.84,7322.37,84372.93,5875.99,2.77,6902.99,23-24
CentenaryNCAA D3,18-130.581,3,7694.84,7720.54,89071.97,6185.13,2.99,833-2.45,23-24
Colorado ColNCAA D3,16-140.533,-1,7704.83,800-1.28,90671.5,6703.78,2.94,7470.32,23-24
St John FisherNCAA D3,18-90.667,,7714.82,7690.62,57280.69,935-3.51,2.73,934-5.82,23-24
ChapmanNCAA D3,17-110.607,1,7724.82,783-0.21,77575.29,7821.06,2.81,863-3.47,23-24
GenevaNCCAA II,24-40.857,-3,7734.81,837-3.17,82973.27,8160.12,2.68,1010-10.31,23-24
KeanNCAA D3,12-150.444,,7744.81,7591.14,79774.55,7003.14,2.84,7340.92,23-24
RensselaerNCAA D3,16-110.593,,7754.8,7451.85,101666.25,39812.16,2.86,907-4.77,23-24
Bethel MNNCAA D3,13-130.500,,7764.8,7730.45,74676.01,7851,2.82,771-0.40,23-24
MolloyNCAA D2,7-210.250,5,7774.79,7631.02,72176.71,7890.87,2.9,6277.82,23-24
Augustana ILNCAA D3,9-170.346,2,7784.79,7352.28,77975.13,6743.71,2.93,6962.74,23-24
OberlinNCAA D3,14-120.538,-1,7794.78,796-1.01,85772.72,7122.83,2.74,801-1.25,23-24
George FoxNCAA D3,14-130.519,-1,7804.78,794-0.95,51982.13,1006-6.51,2.85,763-0.26,23-24
OH DominicanNCAA D2,5-230.179,,7814.78,7780.24,87972.23,6424.57,2.98,54311.52,23-24
SusquehannaNCAA D3,17-110.607,-5,7824.78,797-1.07,83973.1,7302.39,2.75,865-3.54,23-24
GrinnellNCAA D3,19-70.731,,7834.78,798-1.12,11101.12,1076-25.67,3.12,945-6.28,23-24
Emory & HenryNCAA D2,5-230.179,,7844.76,7402.14,51382.42,947-3.73,2.89,6079,23-24
LynchburgNCAA D3,11-160.407,,7854.76,7541.46,72576.64,7691.38,2.94,7261.11,23-24
Benedictine ILNCAA D3,16-120.571,1,7864.76,808-1.63,85872.72,7392.22,2.87,825-2.05,23-24
WI SuperiorNCAA D3,18-90.667,3,7874.76,848-3.66,99267.77,6195.12,2.7,895-4.37,23-24
Westfield StNCAA D3,19-80.704,-2,7884.75,803-1.37,66978.26,926-3.08,2.91,958-6.78,23-24
Wheaton MANCAA D3,15-100.600,,7894.75,806-1.53,93270.49,6444.54,2.79,857-3.35,23-24
DePauwNCAA D3,12-150.444,2,7904.75,7571.22,76275.56,7382.22,2.83,774-0.48,23-24
Fort Valley StNCAA D2,7-220.241,,7914.74,7611.04,82073.54,6614.07,2.85,6386.49,23-24
SchreinerNCAA D3,13-150.464,-4,7924.74,787-0.71,62179.42,939-3.57,2.82,7430.5,23-24
Brockport StNCAA D3,16-90.640,,7934.74,784-0.42,89371.9,6574.25,2.73,935-5.85,23-24
Ohio WesleyanNCAA D3,11-150.423,2,7944.72,795-0.98,87172.43,6983.15,2.93,7231.14,23-24
ArcadiaNCAA D3,17-100.630,-1,7954.72,830-2.88,90571.53,7452.16,2.89,884-4.05,23-24
MA DartmouthNCAA D3,15-120.556,-1,7964.72,786-0.62,63679.1,927-3.16,2.96,846-3.10,23-24
Worcester StNCAA D3,18-110.621,,7974.71,821-2.20,79374.66,832-0.30,2.82,892-4.30,23-24
Wheaton ILNCAA D3,6-190.240,1,7984.7,7044.08,80973.96,5676.67,2.76,6893,23-24
SuffolkNCAA D3,15-120.556,-1,7994.7,812-1.89,81273.91,7940.76,2.91,845-3.03,23-24
Mary BaldwinNCAA D3,17-120.586,,8004.69,811-1.83,90071.63,7023.1,2.85,878-3.85,23-24
MillikinNCAA D3,9-160.360,,8014.69,792-0.84,93070.61,6205.11,2.79,7042.28,23-24
Puget SoundNCAA D3,14-130.519,1,8024.69,833-3.01,76175.61,900-2.06,2.91,802-1.26,23-24
Pac LutheranNCAA D3,14-120.538,1,8034.68,802-1.36,83573.23,7541.97,2.82,852-3.27,23-24
IthacaNCAA D3,12-130.480,-2,8044.68,7581.16,62479.36,885-1.64,2.82,836-2.54,23-24
UrsinusNCAA D3,13-130.500,1,8054.67,807-1.53,75575.8,854-0.78,2.92,823-1.95,23-24
Belhaven MSNCAA D3,19-110.633,-1,8064.67,846-3.54,80874.03,864-1.00,2.93,902-4.67,23-24
St Joseph's MENCAA D3,18-100.643,,8074.67,855-3.90,75775.74,925-3.08,2.94,901-4.60,23-24
Northwestern MNNCCAA II,16-100.615,,8084.67,809-1.74,80174.39,8040.43,2.7,939-5.97,23-24
Pacific ORNCAA D3,15-120.556,1,8094.66,814-2.00,73176.5,897-1.94,2.88,882-3.96,23-24
JuniataNCAA D3,17-110.607,-1,8104.65,835-3.06,97068.86,6374.64,2.86,910-4.90,23-24
ColbyNCAA D3,11-130.458,,8114.65,801-1.32,71476.9,886-1.66,2.84,789-0.95,23-24
KutztownNCAA D2,4-240.143,5,8124.64,7710.56,65578.57,879-1.44,2.98,5979.47,23-24
Cortland StNCAA D3,15-120.556,-1,8134.64,822-2.21,91171.32,7073.03,2.85,879-3.93,23-24
PaineNCCAA II,12-130.480,-1,8144.64,820-2.19,73976.16,892-1.79,2.9,805-1.33,23-24
Coast GuardNCAA D3,15-120.556,-1,8154.63,870-4.46,80274.38,906-2.28,2.86,822-1.95,23-24
Rutgers-NewarkNCAA D3,12-130.480,,8164.63,826-2.56,103765.09,4988.91,2.89,818-1.82,23-24
Sul RossNCAA D3,12-150.444,-2,8174.63,816-2.10,87372.4,7492.06,2.88,775-0.51,23-24
S WesleyanNCCAA I,4-250.138,1,8184.62,7820.16,73376.41,8100.31,2.9,5949.54,23-24
BloomsburgNCAA D2,5-240.172,3,8194.62,825-2.40,68677.75,941-3.59,3.02,57710.23,23-24
RiponNCAA D3,11-160.407,4,8204.62,788-0.73,91971.24,6414.6,2.86,779-0.64,23-24
St OlafNCAA D3,9-160.360,-1,8214.61,805-1.52,84872.86,7432.17,2.85,7181.22,23-24
ManchesterNCAA D3,16-110.593,-1,8224.61,829-2.86,73776.24,914-2.53,2.87,920-5.14,23-24
Mars HillNCAA D2,3-240.111,,8234.61,7770.3,67978.07,873-1.21,2.99,57410.3,23-24
Wilmington OHNCAA D3,9-170.346,1,8244.6,877-5.07,87872.24,853-0.75,2.97,6654.2,23-24
OccidentalNCAA D3,14-110.560,1,8254.6,836-3.06,82473.42,8200.08,2.95,894-4.35,23-24
RockfordNCAA D3,18-100.643,2,8264.59,858-3.93,81973.58,860-0.95,2.89,954-6.61,23-24
Concordia ILNCAA D3,13-130.500,2,8274.59,823-2.33,64578.85,966-4.62,2.83,834-2.45,23-24
Crown MNNCCAA II,20-120.625,-1,8284.59,853-3.80,83073.26,843-0.50,2.75,956-6.69,23-24
EmersonNCAA D3,11-170.393,1,8294.58,810-1.77,79174.68,8180.11,2.92,762-0.26,23-24
Wentworth TechNCAA D3,14-120.538,1,8304.56,828-2.85,88472.1,7631.6,2.77,906-4.75,23-24
SUNY OneontaNCAA D3,13-150.464,1,8314.56,791-0.80,75175.93,826-0.17,2.89,876-3.80,23-24
Simpson IANCAA D3,9-170.346,2,8324.55,815-2.05,68277.91,933-3.40,2.95,7281.05,23-24
ShorterNCAA D2,3-260.103,-15,8334.55,7810.2,78574.94,7571.82,2.91,5899.6,23-24
Morrisville StNCAA D3,20-60.769,-1,8344.54,903-6.24,66478.34,1027-8.03,2.84,1002-9.89,23-24
AlbrightNCAA D3,11-140.440,,8354.53,840-3.41,82873.33,827-0.18,2.82,819-1.82,23-24
Union NYNCAA D3,14-110.560,1,8364.53,857-3.93,80074.4,891-1.77,2.95,913-5.03,23-24
MacalesterNCAA D3,10-150.400,2,8374.53,832-3.00,76875.49,896-1.92,2.72,781-0.70,23-24
RI CollegeNCAA D3,15-120.556,,8384.53,898-6.11,98468.22,7372.22,2.94,850-3.18,23-24
HussonNCAA D3,23-60.793,-3,8394.52,875-4.86,91371.31,8070.39,2.87,1052-13.40,23-24
PiedmontNCAA D3,16-120.571,1,8404.52,827-2.65,64079.01,979-5.10,2.89,949-6.38,23-24
ClarksonNCAA D3,14-110.560,-1,8414.52,876-4.97,73076.57,977-4.98,2.82,898-4.44,23-24
PSU-BehrendNCAA D3,21-80.724,,8424.51,849-3.74,97468.74,6604.08,2.81,1038-11.67,23-24
GreensboroNCAA D3,14-140.500,,8434.51,865-4.29,101066.57,5965.7,2.76,862-3.46,23-24
PeaceNCAA D3,14-140.500,1,8444.5,880-5.18,90871.35,8210.03,2.9,838-2.61,23-24
St VincentNCAA D3,23-60.793,2,8454.5,942-8.50,83273.25,984-5.18,2.84,1011-10.33,23-24
Randolph ColNCAA D3,9-160.360,2,8464.5,856-3.91,86472.57,8190.08,2.86,7211.2,23-24
HartfordNCAA D3,7-180.280,-1,8474.5,7083.9,92271.2,4829.26,3.08,842-2.87,23-24
ErskineNCAA D2,6-230.207,3,8484.5,859-3.98,100566.91,5995.67,2.96,6356.75,23-24
MuskingumNCAA D3,7-190.269,,8494.5,839-3.34,90171.63,7641.59,2.91,6793.53,23-24
D'YouvilleNCAA D2,7-210.250,8,8504.5,890-5.66,77875.15,955-4.24,2.95,6426.29,23-24
Rutgers-CamdenNCAA D3,13-120.520,-1,8514.5,913-6.76,96868.9,7880.91,2.87,837-2.56,23-24
Gwynedd-MercyNCAA D3,17-120.586,,8524.5,843-3.51,76375.56,913-2.50,2.81,959-6.88,23-24
Roger WilliamsNCAA D3,14-150.483,-9,8534.49,864-4.26,66578.31,997-6.01,2.94,848-3.11,23-24
NC WesleyanNCAA D3,14-120.538,-1,8544.49,824-2.37,79974.48,830-0.29,2.9,951-6.47,23-24
Baldwin-WallaceNCAA D3,6-190.240,,8554.48,804-1.51,74376.06,865-1.01,2.94,6932.9,23-24
McMurryNCAA D3,10-160.385,-2,8564.48,851-3.77,46983.27,1049-10.48,2.78,767-0.32,23-24
Concordia WINCAA D3,10-160.385,2,8574.48,842-3.51,82173.48,838-0.43,2.86,784-0.78,23-24
PfeifferNCAA D3,10-160.385,-2,8584.48,834-3.06,67278.2,969-4.70,2.86,773-0.47,23-24
BaruchNCAA D3,19-90.679,-2,8594.47,867-4.33,88372.11,8170.11,2.82,1019-10.58,23-24
Rose-HulmanNCAA D3,12-140.462,,8604.47,862-4.15,98568.22,6584.19,2.82,860-3.43,23-24
Frostburg StNCAA D2,3-260.103,2,8614.46,818-2.15,65078.71,956-4.30,2.96,57910.21,23-24
St Mary's MNNCAA D3,8-170.320,,8624.46,852-3.79,86872.49,8120.29,2.83,7241.14,23-24
Concordia TXNCAA D3,9-170.346,-2,8634.46,817-2.14,49682.72,1034-8.30,2.93,793-1.01,23-24
YeshivaNCAA D3,16-120.571,2,8644.45,845-3.53,69577.46,961-4.43,2.72,967-7.25,23-24
BardNCAA D3,14-130.519,-1,8654.45,915-7.03,98068.43,7791.1,2.85,851-3.23,23-24
Luther IANCAA D3,7-190.269,2,8664.45,869-4.43,103465.49,5696.64,2.92,6823.45,23-24
Rochester TechNCAA D3,14-130.519,-2,8674.45,900-6.12,85272.8,909-2.36,2.76,889-4.12,23-24
Bridgewater MANCAA D3,14-120.538,1,8684.44,874-4.62,63579.11,1013-7.18,2.8,931-5.50,23-24
MisericordiaNCAA D3,13-130.500,-2,8694.44,850-3.75,74975.97,928-3.16,2.92,923-5.22,23-24
FontbonneNCAA D3,20-100.667,2,8704.43,885-5.58,77475.29,957-4.31,2.88,994-9.44,23-24
NJ CityNCAA D3,8-170.320,,8714.42,813-1.97,78474.99,834-0.39,2.94,807-1.37,23-24
Birmingham SoNCAA D3,15-130.536,-2,8724.42,883-5.53,77675.26,954-4.23,2.92,919-5.13,23-24
DickinsonNCAA D3,11-160.407,,8734.42,904-6.25,106462.99,5527.32,2.89,791-0.98,23-24
AuroraNCAA D3,11-160.407,4,8744.42,854-3.89,80674.23,884-1.56,2.88,832-2.42,23-24
Milwaukee EngNCAA D3,12-150.444,4,8754.42,884-5.53,84272.97,899-1.95,2.86,839-2.66,23-24
AlbionNCAA D3,10-160.385,4,8764.42,838-3.29,87072.46,7920.81,2.89,829-2.21,23-24
LaGrangeNCAA D3,15-130.536,-2,8774.41,893-5.76,67778.08,1017-7.28,2.9,915-5.07,23-24
Dallas UnivUSCAA-2,12-150.444,-4,8784.41,901-6.13,78974.76,958-4.33,2.81,828-2.13,23-24
La RocheNCAA D3,17-110.607,-3,8794.41,878-5.09,87272.43,862-0.96,2.86,975-8.39,23-24
S MaineNCAA D3,14-120.538,-3,8804.41,889-5.64,92570.96,825-0.04,2.92,933-5.71,23-24
KalamazooNCAA D3,10-150.400,1,8814.41,908-6.52,85472.76,920-2.72,2.86,768-0.33,23-24
Plattsburgh StNCAA D3,14-120.538,-1,8824.4,910-6.57,82673.39,932-3.39,2.83,914-5.07,23-24
AlmaNCAA D3,11-160.407,3,8834.39,891-5.69,84173,903-2.12,2.85,814-1.69,23-24
BeloitNCAA D3,16-100.615,,8844.39,932-7.96,101566.27,7332.33,2.89,969-7.29,23-24
LinfieldNCAA D3,8-180.308,-2,8854.39,841-3.47,93170.57,7262.52,2.93,760-0.18,23-24
Lancaster BibNCCAA II,16-100.615,-1,8864.38,847-3.60,67178.22,988-5.25,2.81,1017-10.54,23-24
Georgian CourtNCAA D2,2-250.074,3,8874.37,819-2.17,89971.64,7162.75,2.92,5869.8,23-24
LasellNCAA D3,16-100.615,,8884.36,896-6.06,92371.03,844-0.53,2.95,984-8.91,23-24
Salve ReginaNCAA D3,11-140.440,-2,8894.36,871-4.47,95769.42,7202.68,2.87,903-4.67,23-24
VassarNCAA D3,10-160.385,-1,8904.36,882-5.35,94569.92,7731.3,2.89,830-2.26,23-24
WillametteNCAA D3,14-120.538,3,8914.35,929-7.75,60779.6,1051-10.78,2.87,917-5.13,23-24
StevensonNCAA D3,8-170.320,-2,8924.35,872-4.52,81373.91,895-1.87,2.93,785-0.79,23-24
ChathamNCAA D3,18-90.667,,8934.35,895-6.06,85572.75,905-2.25,2.83,1023-10.80,23-24
Austin ColNCAA D3,12-130.480,-2,8944.35,935-8.12,94170.11,887-1.68,2.86,859-3.39,23-24
FranklinNCAA D3,12-140.462,,8954.35,887-5.61,90371.6,848-0.65,2.85,911-4.94,23-24
N Central MNNCCAA II,15-180.455,2,8964.34,894-5.79,78774.89,953-4.12,2.81,908-4.78,23-24
Emmanuel MANCAA D3,12-140.462,-1,8974.34,860-3.99,81873.69,871-1.12,2.88,942-6.06,23-24
Howard PayneNCAA D3,11-150.423,-1,8984.33,941-8.39,61379.53,1056-11.36,2.95,811-1.53,23-24
Monmouth ILNCAA D3,13-120.520,2,8994.33,928-7.74,96269.11,831-0.29,2.91,922-5.19,23-24
AugsburgNCAA D3,8-170.320,,9004.32,879-5.14,83373.24,893-1.83,2.9,787-0.84,23-24
NorwichNCAA D3,18-90.667,-2,9014.32,926-7.69,95569.6,852-0.74,2.81,1020-10.63,23-24
WV WesleyanNCAA D2,2-260.071,3,9024.32,844-3.51,72976.58,936-3.53,3.03,56110.65,23-24
AsburyNCCAA II,17-130.567,1,9034.31,881-5.35,73276.46,987-5.25,2.91,993-9.19,23-24
BowdoinNCAA D3,9-150.375,-2,9044.31,906-6.46,96469.01,7801.09,2.86,817-1.82,23-24
Univ OzarksNCAA D3,9-180.333,-2,9054.3,888-5.61,88872.02,869-1.07,2.95,803-1.31,23-24
SpringfieldNCAA D3,7-190.269,,9064.29,866-4.30,94669.91,7322.35,2.97,766-0.30,23-24
Cornell IANCAA D3,9-160.360,1,9074.29,873-4.62,99967.3,6384.64,2.76,869-3.58,23-24
MuhlenbergNCAA D3,8-180.308,-1,9084.28,868-4.43,86572.54,837-0.41,2.82,821-1.95,23-24
AverettNCAA D3,4-210.160,1,9094.27,863-4.21,102565.96,5786.38,2.72,6703.9,23-24
AdrianNCAA D3,8-200.286,3,9104.26,907-6.47,97868.59,7661.5,3,7510.27,23-24
LyonNCAA D3,17-110.607,-2,9114.26,911-6.58,79274.68,967-4.70,2.97,1007-10.25,23-24
SUNY PolyNCAA D3,16-100.615,,9124.25,933-7.99,95469.65,870-1.07,2.85,1003-9.92,23-24
Lake ForestNCAA D3,9-160.360,2,9134.24,899-6.12,72476.69,1001-6.25,2.84,844-3.01,23-24
RhodesNCAA D3,12-160.429,,9144.23,892-5.71,91271.31,841-0.46,2.87,943-6.09,23-24
SewaneeNCAA D3,12-150.444,1,9154.23,922-7.40,79474.65,992-5.48,2.91,926-5.34,23-24
CentreNCAA D3,12-140.462,1,9164.23,927-7.72,94769.86,866-1.01,2.93,938-5.94,23-24
KnoxNCAA D3,13-130.500,4,9174.22,950-8.89,101366.48,7751.19,2.87,950-6.41,23-24
Geneseo StNCAA D3,12-130.480,,9184.22,946-8.75,98668.19,833-0.38,2.96,932-5.57,23-24
Bob JonesNCCAA,22-80.733,-8,9194.22,954-9.51,90771.44,959-4.39,2.89,1056-13.83,23-24
Central St OHNCAA D2,3-250.107,-1,9204.22,831-2.93,83473.23,8060.4,2.88,6733.84,23-24
GreenvilleNCAA D3,18-80.692,1,9214.21,959-9.81,2105.33,1077-38.57,3.03,1018-10.56,23-24
McDanielNCAA D3,11-140.440,1,9224.21,917-7.24,104264.66,6354.66,2.84,944-6.10,23-24
ME FarmingtonNCAA D3,19-90.679,-3,9234.21,916-7.13,82773.37,950-3.94,2.78,1061-14.23,23-24
ManhattanvilleNCAA D3,18-100.643,,9244.2,939-8.27,100966.62,7601.67,2.9,1042-12.16,23-24
EdgewoodNCAA D3,8-190.296,,9254.2,931-7.89,96169.25,846-0.59,3.01,782-0.74,23-24
BrevardNCAA D3,13-150.464,1,9264.18,963-9.90,93570.36,946-3.70,2.73,924-5.32,23-24
TX LutheranNCAA D3,6-200.231,-1,9274.18,902-6.15,89171.93,882-1.52,2.91,758-0.03,23-24
ElizabethtownNCAA D3,10-150.400,,9284.17,947-8.78,90971.33,937-3.55,2.9,890-4.23,23-24
BereaUSCAA-2,10-170.370,,9294.17,953-9.45,87772.27,983-5.15,2.89,841-2.76,23-24
MessiahNCAA D3,6-190.240,,9304.17,909-6.56,97668.63,7701.37,2.93,778-0.56,23-24
E MennoniteNCAA D3,5-200.200,,9314.14,921-7.36,94370,856-0.80,2.89,7062.25,23-24
IL TechUSCAA-2,6-190.240,1,9324.14,914-6.96,91671.28,888-1.68,2.93,769-0.34,23-24
Wm PatersonNCAA D3,6-190.240,-1,9334.13,897-6.09,80774.17,945-3.70,2.87,812-1.62,23-24
NeumannNCAA D3,9-170.346,,9344.13,886-5.60,94469.98,7860.99,2.78,948-6.37,23-24
